en,es
"Here, we have before us a government that is the only one among all western countries involved, not to have repatriated its nationals locked in the concentration camp at Guantanamo.","Estamos en frente de un gobierno que es el único, entre todos los países occidentales implicados, que no ha repatriado a su nacional que está encerrado en el campo de concentración de Guantánamo."
A government which ignores the fact that Omar Khadr was a young teenager at the time of the crimes for which he is charged.,Es un gobierno que no tiene en cuenta de ninguna manera el hecho de que Omar Khadr era un adolescente muy joven cuando los hechos que le son recriminados ocurrieron.
"The only government that, despite the fact that Canada has signed the Geneva Convention, has gone back on his word and let languish in inhumane conditions a child soldier.","El único gobierno que, a pesar del hecho de que Canadá firmó el Convenio de Ginebra, reniega su promesa y deja vivir en condiciones inhumanas un niño-soldado."
The only one that relies on a travesty of justice to assess the guilt of the accused.,El único que chonta con una justicia falsa para evaluar la culpabilidad del acusado.
"Remember, for the record, that UNICEF, Amnesty International and the Canadian Bar Association, among others, pleaded for the repatriation of Omar Khadr so that he receives a fair trial in Canada.","Recordemos que el UNICEF, Amnistía Internacional y la Asociación de los abogados canadienses, particularmente, sostienen la repatriación de Omar Khadr con el fin de que goce del beneficio de un proceso equitativo en Canadá."
"This same government turns a blind eye to torture: little does it matter to it that a young adult is now psychologically destroyed, doubtlessly forever, after so many years of abuses.","Es este gobierno que cierra los ojos sobre la tortura: poco le importa que un joven adulto sea psicológicamente destruido, sin duda para siempre después de tantos años de exacciones."
"One does not yet realise, but we are witnessing right now a creeping erosion of our rights, of our liberties, and our ""democracy"", this word that Harper continues to brandish and that sounds hollow in his mouth.","Todavía no nos damos cuenta de eso, pero asistimos en este momento una insidiosa erosión de nuestros derechos, de nuestra libertad y de nuestra ""democracia"", eso es la palabra que Harper continua repetir y que no tiene sentido."
"Now comes the time when there are no more morals: one can bully, torture, arbitrarily detain a Canadian citizen at the whim of the head of a minor government so far (so what will happen so after 14 October ...).","Ya ha llegado la hora en la cual ninguna moral existe más: podemos maltratar, torturar, encarcelar arbitrariamente a un ciudadano canadiense como quiere el jefe de Gobierno hasta ahora minoritario (¿qué pasará después del 14 de octubre ?)."
"A number of voters believe they will find salvation in a party that advocates Virtue, Law, and Order: they do not see that this government has abandoned what was the reputation and dignity of our country.","Muchos electores creen que encontrarán la salvación en un partido que encomia la Virtud, la Ley y el Orden: no ven que este gobierno renunció a lo que hacía la reputación y la dignidad de nuestro país."
"Shame, Mr. Toews, it is here, in this renunciation, and not elsewhere.",Sr. Toews la vergüenza está provocada por esta renuncia y por nada más.
Free opinion - The Orwellian speech Barrick Gold,Opinión libre - El discurso orwelliano de Barrick Gold
"In its September 17 edition, Le Devoir published a letter from Mr Patrick J. Garver, executive vice-president of the Canadian mining Barrick Gold.","En su edición del 17 de septiembre, Le Devoir publicó una carta de Sr. Patrick J . Garver, vicepresidente y director de la minera canadiense Barrick Gold."
"Following an Orwellian logic, it states that the largest gold company in the world brought a defamation suit of six million against three authors and a small publishing house without a penny in order to launch a ""transparent public debate"".","Siguiendo una lógica orwelliana, Barrick Gold afirma que la compañía aurífera más grande en el mundo intentó un proceso por difamación de seis millones de euros contra tres autores y una pequeña casa editorial con el fin de provocar un "" debate público transparente ""."
"While it is true that the judges are independent and impartial, especially in the cases of defamation, they do not seek to find the truth but to follow the law.","Si es verdad que los jueces son independientes e imparciales, no es la verdad que juzgan, sobre todo en el caso de persecuciones por difamación, sino la ley."
"Not surprisingly, this difference is completely obscured by Mr. Garver.","Sin sorpresa, esta diferencia fundamental es completamente ocultada por Sr. Garver."
"Since, for Barrick Gold, the best way for it to conduct a public debate is to ruin anyone who dares to support a contrary position?","¿ Porqué, según Barrick Gold, el mejor modo de llevar un debate público sería perjudicar quienquiera se atreve a sostener una posición contraria a la suya?"
"Regardless of the trial's outcome, the authors and publisher of the book Black Canada will have to spend considerable sums to prepare their defence and fight, with very unequal resources, against an army of lawyers supported by the almost bottomless pockets of mining.","El resultado del pleito tiene poca importancia, los autores y el editor del libro Noir Canada deberán gastar sumas considerables con el fin de preparar su defensa y de luchar, con armas muy desiguales, contra un ejército de abogados sostenidos por los bolsillos casi sin fondo de la minera."
"The tactics, in these unequal struggles, is often to ruin the defendants with the aim of imposing a settlement that silences the opposition and in addition frightens anyone who dares to think of reopening the issue.","La táctica, en estas luchas desiguales, es a menudo consiste en arruinar a los demandados con el fin de imponer un arreglo amistoso que amordazará la oposición además de asustar quienquiera se atreverá a examinar de nuevo la cuestión."
"If Barrick Gold really wanted a public debate, it is before the public it should have presented its vision of the facts.","Si Barrick Gold verdaderamente hubiera querido un debate público, es delante de la opinión pública que habría tenido que presentar su visión de los hechos."
"Contrary to what is done in several countries where Barrick Gold operates, the debates in Canada are normally through the exchange of ideas and not of baton thumps.","Contrariamente a lo que se hace en varios de países dónde trabaja Barrick Gold, los debates en Canadá se hacen normalmente por el cambio de ideas y no a golpes de garrote."
"Thus, it would have been sufficient for the mining company to open its books, records and establish a real debate, through newspapers, the media, publications and funding independent research teams that could shed light on the issue.","Bastaba pues que la minera abriese sus libros, sus expedientes y estableciese un verdadero debate, a través de los periódicos, los medios de comunicación, las publicaciones y el financiamiento de equipos independientes de búsqueda que habrían podido esclarecer la cuestión."
But Barrick Gold appears not to trust public opinion and rejected out of hand petitions and letters of support to the authors of Black Canada.,Pero Barrick Gold parece no confiar en la opinión pública y rechaza las peticiones y las cartas de sostén para los autores de Noir Canada.
"Perhaps Mr Garver could explain how he can both call for a ""public"" debate while at the same time disregarding the views of that very same audience?","¿ Posiblemente Sr. Garver podría explicar cómo puede pedir un debate ""público"" despreciando las opiniones de éste?"
"In the world of the Vice-President, it seems that this word refers only to high priced lawyers and not to all Canadians: that is a rather narrow view of the concept.","Según el vicepresidente, parece que esta palabra designa solamente a los abogados muy pagados y no para todo los canadienses; eso representa una vista muy limitada del concepto."
"In a democracy, even the critics have the right to speak.","En democracia, los detractores tienen también el derecho de hablar."
"What Barrick Gold does not - or will not - understand is that the public which supports the writers and publishers of Black Canada, does so primarily because it rejects its brutal mining methods.","Lo que no entiende - o lo que no quiere entender - Barrick Gold, es que el público que sostiene a los autores y a los editores de Noir Canada lo hace sobre todo porque rechaza la manera brutal de la minera."
"The public is ready to hear Barrick and judge, but on the basis of a civilized exchange of arguments, and not as part of what many perceive as a prosecution-gag (continuing the ""public debate"", Barrick Gold has just moreover filed a notice against the authors of Black Canada demanding them to cease their use of the term ...).","Este público está dispuesto a escuchar a Barrick y a juzgarlo, pero teniendo como base cambios civilizados de argumentos, y no en el marco de lo que muchas personas perciben como una persecución-mordaza (persiguiendo el "" debate público "", Barrick Gold acaba de depositar un requerimiento con respecto a los autores de Noir Canada intimándolos a que no utilicen más esta palabra)."
"Beyond the Mr. Garver's surreal speech, the continuation of Barrick Gold is a direct attack against the freedom of academic research and the quest for truth, essential for any democratic society.","Además del discurso surreal del Sr. Garver, el proceso de Barrick Gold es un ataque directo contra la libertad de búsqueda universitaria y de la verdad, esenciales par todas las sociedades democráticas."
"It denies, collectively, the right to quote from credible sources and debate on the facts and interpretations, which represents the very basis of intellectual work.","Niega el derecho de citar fuentes creíbles y hacer un debate sobre los hechos y las interpretaciones, que representan la base del trabajo intelectual."
"If it is impossible to study and discuss subjects unpalatable to the wealthy corporations in the world in a country like Canada, under penalty of repeated prosecution, who can do it?","¿ Si es imposible estudiar y discutir sobre sujetos que desagradan a las empresas ricas de este mundo en un país como Canadá, bajo pena de muchas persecuciones, quién podrá hacerlo?"
"If Barrick Gold really wanted an open and transparent debate, it could do so by following the scientific standards used by the authors of Black Canada.","Si Barrick Gold verdaderamente quisiera un debate público y transparente, podría hacerlo siguiendo las normas científicas utilizadas por los autores de Noir Canada."
She has a right to reply.,Tiene un derecho de contestación.
"The academia, to which we belong, has long been managing the debates and disagreements, and resolving conflicts.","El mundo universitario, al cual pertenecemos, sabe desde hace mucho tiempo administrar los debates y los desacuerdos y resolver los conflictos."
"Barrick Gold enormous pursuit clearly shows that, contrary to its claims, it did not want a transparent debate.","La persecución desmesurada de Barrick Gold muestra claramente que, contrariamente a lo que pretende, no tiene ganas de hacer un debate transparente."
"It is a loss for academia, as well as for public debate in Canada, and it is time that governments put in place devices that limit such frivolous practices.","Es una pérdida para el mundo universitario, pero también para el debate público en Canadá, y ya es hora que los gobiernos coloquen dispositivos que limiten este género de persecuciones abusivas."
Operation Save Wall Street - Democrats and Republicans agree,Operación de rescate de Wall Street - Demócratas y republicanos están de acuerdo
"The Bush administration and leaders of Congress, both the Republicans and the Democrats, finally reached an agreement yesterday on the largest economic rescue plan since the Great Depression of the 30s.","La administración Bush y los dirigentes del Congreso, a la vez republicanos y demócratas, finalmente llegaron a un acuerdo ayer sobre el plan de salvamento económico más importante desde la Gran Depresión de los años 30."
The new version of the 700 billion U.S. dollars plan to curb the financial crisis that rocked Wall Street for months has yet to be ratified by both houses of Congress.,La nueva versión del plan de 700 mil millones de dólares americanos que pretende frenar la crisis financiera que sacude a Wall Street desde hace meses tiene que ser todavía confirmada por ambas Cámaras del Congreso.
"In particular, it foresees: a better control by elected officials of its implementation, new mechanisms to ensure repayment of public money committed, new provisions to limit the number of houses seized for non-payment, as well as a right to look at the salaries paid to executives of companies rescued.","Prevé particularmente: un mejor control por parte de los elegidos de su puesta en aplicación, de nuevos mecanismos que pretenden asegurar el reembolso del dinero público invertido, de las nuevas disposiciones para contener el número de casas embargadas la falta de pago, así como un derecho de fiscalización sobre los salarios pagados a los dirigentes de las empresas socorridas."
"U.S. Treasury Secretary, Henry Paulson, the chairman of the House of Representatives, Nancy Pelosi, and Republican representative to the negotiating table, Senator Judd Gregg, announced the good news a few minutes after midnight yesterday, following a marathon two-day negotiations.","El secretario americano del Tesoro, Henry Paulson, el presidente de la Cámara de los Representantes, Nancy Pelosi, y el representante republicano en la mesa de negociaciones, el senador Judd Gregg, anunciaron la buena noticia algunos minutos después de medianoche, ayer, al término de un maratón de negociaciones che duraron dos días."
"""We have made great progress towards an agreement that will be effective on the market,"" declared the representative of the Bush administration, Henry Paulson.",""" Realizamos grandes progresos con vistas a un acuerdo que será eficaz en los mercados "", declaró el representante de la administración Bush, Henry Paulson."
"""Everything has been done in order to shield the real economy and ordinary Americans from the current crisis on Wall Street,"" said the Democrat.",""" Todo ha sido hecho para poner a cubierto la economía y los estadounidenses ordinarios ante la crisis actual en Wall Street "", explicó la demócrata."
"""This is the fundamental point: if we do not do this, the trauma, chaos and disruption on the daily lives of Americans will be immense,"" declared Republican Judd Gregg.",""" Es el punto fundamental: si no hacemos esto, el traumatismo, el caos y las perturbaciones sobre la vida diaria de los estadounidenses serán inmensos "", declaró el republicano Judd Gregg."
The negotiations turned into a sprint in the final hours for fear of the effect another failure would cause on the mood of investors.,Las negociaciones se habían acabado muy rápidamente en las últimas horas porque temían el efecto que provocaría un nuevo fracaso en el humor de los inversores.
The deadline we had given was the opening of the markets this morning.,La hora última que se habían fijado era la apertura de los mercados esta mañana.
"Associated late to the negotiations, the two American presidential candidates were rather supportive to the agreement, without failing, however, to express their dissatisfaction that one is compelled to reach this extreme.","Los dos candidatos en las elecciones presidenciales americanas, que se han adherido tarde a las negociaciones, se mostraron más bien favorables para el acuerdo, sin olvidar sin embargo exprimir su descontento de ser obligado llegar a esta extremidad."
"Democratic Senator Barack Obama has asked for the addition of certain provisions in the agreement, particularly those that enable owners to keep their homes and ones on the wages of leaders of enterprises rescued by the state.","El senador demócrata Barack Obama se le confirió ciertas disposiciones para alcanzar el acuerdo, particularmente la que permitiría a los propietarios conservar su domicilio y la sobre el salario de los dirigentes de las empresas supervivientes por el Estado."
"""When you ask taxpayers to take extraordinary measures because of the irresponsibility of some, there is nothing to congratulate.",""" Cuando se les pide a los contribuyentes tomar medidas extraordinarias a causa de la irresponsabilidad de algunos, no hay que felicitarse."
"But these measures are necessary, ""he commented on the airwaves of American television.","Pero estas medidas son necesarias "", comentó en la televisión americana."
"Asked by another channel whether he will vote for the proposed plan, his Republican opponent, John McCain, responded: ""I would like to see the details, but I hope so.""","Su adversario republicano, John McCain, Interrogado en otra cadena para saber si votaría por el plan propuesto, respondió que: "" me gustaría ver los detalles, pero espero votarlo. """
"""The outline that I read [show] that this is something we will all have to digest and with which we can go forwards.",""" Los puntos importantes que leí [muestran] que es algo que nosotros tendremos que digerir y con la que podremos adelantar."
"The option of doing nothing is simply not acceptable"", he said.","Dijo que la opción de no hacer nada no es aceptable ""."
"The plan of 700 billion aims to buy with the money of taxpayers bad debts, assets at risk and unsellable U.S. financial institutions.","El plan de 700 mil millones pretende comprar con el dinero de los contribuyentes las deudas dudosas, los activos a riesgos e invendibles de las instituciones financieras americanas."
It comes after a 14 month crisis triggered by the bursting of a housing bubble which first led to the collapse of risky mortgages (subprime) before spreading to other forms of more widespread credit titles (PCAA) and leading to a freeze of liquidity and the stampede of banks and financial institutions.,Llega después de 14 meses de una crisis provocada por el estallido de una burbuja inmobiliaria que primero llevó al hundimiento de los créditos hipotecarios de riesgo antes de extenderse a otras formas más comunes de títulos de crédito (PCAA) y de provocar una congelación de liquidez y una desbandada de los bancos y de las instituciones financieras.
This is a group of elected Republicans who had derailed the first draft agreement last week.,"Es un grupo de elegidos republicanos que había hecho cambiar el primer proyecto de acuerdo, la semana pasada."
"It is believed to have come out of this impasse ever since the Democrats have agreed that certain ""toxic"" shares of companies in difficulty are only insured by the government, rather than purchased.","Creemos que hemos salido del estancamiento desde que los demócratas aceptaron que ciertos activos ""tóxicos"" de las compañías en dificultad sean solamente asegurados por el gobierno, más bien que comprados."
"To round off the corners for everyone in Congress, a provision has also been added stipulating that if the government had to take losses for five years because of this program, it could introduce new taxes to help recover its investment.","Con el objetivo de limar las asperezas para todo el mundo en el Congreso, también añadimos una disposición que estipulaba que si el gobierno tenía que asumir pérdidas durante cinco años con este programa, podría imponer nuevas tasas que pretenderían ayudarlo a recuperar dinero."
The new plan provides for the payment of an initial tranche of 250 billion to which could be added another 100 billion if the President deems necessary.,El nuevo plan prevé el pago de una primera parte de 250 mil millones a la cual podrán añadirse 100 otros mil millones si al presidente le parece necesario.
The other payment of 350 billion has to be endorsed by another vote of Congress.,El pago de otros 350 mil millones tendría que ser confirmado por otro voto de parte del Congreso.
"In exchange for its support, Washington will get stakes in the companies it has rescued, earning dividends in case of profits and that it can sell when the storm has passed.","En cambio de su ayuda, Washington conseguirá participaciones en las empresas socorridas que le valdrán dividendos en caso de ganancias y que podrá volver a vender cuando la tormenta será pasada."
The federal government will be able to delay the proceedings on the seizure of housing attached to mortgage loans under this plan and to set limits to compensation and severance packages paid to executives of companies affected.,"El gobierno federal tendrá la posibilidad de retrasar los procedimientos de embargos que concernían las viviendas obtenidas con préstamos inmobiliarios según este plan, así como fijar límites sobre la remuneración y sobre las compensaciones en metálico pagadas a los dirigentes de las empresas afectadas por la crisis."
"The architects of the plan would like to see it put to the vote in the House of Representatives today, and the Senate on Wednesday.",Los arquitectos del plan querrían verlo sometido a la votación de la Cámara de los representantes desde hoy y a la del Senado el próximo miércoles.
"Despite all their efforts, it is not yet certain that their plan will get the green light.","A pesar de todos sus esfuerzos, todavía no está seguro que su plan será aprobado."
"Voices have indeed continued to be raised against the project yesterday, both in the Republican camp as well as by the Democrats.","Algunas personas continuaron protestar ayer contra este proyecto, tanto de parte de los republicanos como de los demócratas."
"""Obviously, Washington does not hear you,"" said while addressing his constituents the Republican Scott Garrett, a member of the Finance Committee of the House.","El republicano Scott Garrett, miembro de la comisión de las finanzas de la cámara, declaró a sus electores que "" con toda evidencia, Washington no quiere entender ""."
"""Yes, we have a serious financial problem.",""" Tenemos un problema financiero muy grave."
"Yes, solutions do exist.",Existen unas soluciones.
"But not ones that take advantage of taxpayers"".","Pero no la que consiste en sacar provecho de los contribuyentes ""."
"Leader of a small group in Congress dubbed ""the Sceptics' Caucus"", the Democratic representative Brad Sherman presents things differently, but reaches the same conclusion.","El representante demócrata Brad Sherman, que es animador de un pequeño grupo en el Congreso, presenta los problemas de otro modo, pero llega a la misma conclusión."
"""Four hundred prominent professors of economics, including three Nobel Prize winners, have written to tell us: one asks the Congress not to hurry and to examine carefully the way forward"", he said yesterday.",""" Cuatrocientos profesores de economía, entre los que tres Premios Nobel, nos escribieron para decirnos: pedimos al Congreso no apresurarse y examinar atentamente la vía que hay que tomar "", declaró ayer."
"At the same time, Europe has once again demonstrated the global nature of the crisis.","En este mismo momento, en Europa, teníamos otra vez la prueba de la naturaleza mundial de la crisis."
"After an emergency meeting, the three Benelux countries have announced the partial nationalization of the banking group Fortis for 11.2 billion Euro (16.3 billion U.S.).","Después de una reunión urgente, los tres países del Benelux anunciaron la nacionalización parcial del grupo bancario Fortis por 11,2 mil millones de euros (16,3 mil millones de dólares)."
"The intervention of the governments of Belgium, the Netherlands and Luxembourg had been made necessary after the French bank BNP Paribas has indicated that it would renounce acquiring its rival in full bankruptcy since it has lost 2 billion Euro (2.9 billion U.S.) in the risky mortgages crisis in the United States.","La intervención de los gobiernos de Bélgica, Países Bajos y de Luxemburgo había sido necesaria después de que el banco francés BNP Paribas diera a conocer que renunciaba comprar su competidora en quiebra desde que perdió 2 mil millones de euros (2,9 mil millones de dólares) durante la crisis de los préstamos inmobiliarios de riesgo en los Estados Unidos."
Fortis employs 85 000 people and is part of the twenty largest European banks and the ten largest insurers.,Fortis emplea a 85 000 personas y forma parte de los veinte bancos europeos más grandes y de los diez aseguradores más grandes.
"""This is not lost money, declared yesterday the Dutch Finance Minister, Wouter Bos.",""" Esto no es dinero perdido, declaró ayer el ministro neerlandés de las Finanzas, Wouter Bos."
"In return, we get the right to vote with the bank and some influence.","En cambio, recuperamos un derecho de voto en el banco y influencia."
"It's just something that investors and households appreciate now that uncertain times are ahead.""","Es justamente algo que los ahorradores y los familias apreciaran ahora que los tiempos son inciertos. """
"Meanwhile, across the Channel, the British government seems about to nationalize another bank hit by the financial crisis.","Durante este tiempo, al otro lado de la Mancha, el gobierno británico parecía querer nacionalizar otro banco que sufre la crisis financiera."
"According to the English press, the government to endorse all outstanding loans in the bank Bradford and Bingley, including more than 41 billion (75.5 billion U.S.) in real estate loans.","Según la prensa inglesa, el gobierno se haría cargo de todos los préstamos pendientes en el banco Bradford and Bringley y más de 41 mil millones de euros (75,5 mil millones de dólares) de préstamos inmobiliarios."
The Spanish bank Santander has indicated yesterday that it will buy branches and customer accounts of the British bank.,El banco español Santander dio a conocer ayer que es el que compraría las sucursales y las cuentas bancarias del banco británico.
"The Bradford and Bingley would be the second bank, after the Northern Rock, the British government will have to nationalize since the beginning of this financial crisis.","El banco Bradford and Bringley sería el segundo banco, después de Northern Rock, que el gobierno británico tendría que nacionalizar desde el principio de esta crisis financiera."
Paul Newman (1925-2008) - Death of an true icon,Paul Newman (1925-2008) - Muerte de un icono comprometido
"His beauty and his blue eyes were for a long time his main asset, some would say his weakness.",Sus ojos azules representaron por tanto tiempo su triunfo.
"Did he free himself from this narcissistic mirror, this American actor with the charming smile?",¿El actor americano con una sonrisa encantadora se había liberado de su lado narcisista?
Yes and no.,Sí y no.
"His modesty, his sensitivity and an abundance of talent would have also distanced him from the power register which gives birth to real sacred monsters.","Su pudor, su sensibilidad y un talento que era evidente también lo habrán alejado del registro de poder que tienen los verdaderos monstruos sagrados."
But what a great runner till the end!,¡Pero qué gran corredor de fondo!
"Paul Newman, who died on Friday, aged 83, as a result of lung cancer at his ranch in Connecticut, remains one of the last icons of American cinema from the years of splendour.","Paul Newman, muerto el viernes, a 83 años, a causa de un cáncer de pulmón en su rancho de Connecticut, permanece uno de los últimos iconos del cine americano de los años fastos."
"Less monumental than Brando, who he resembled and was a long time sort of rival on the screen, more cautious in his game, certainly more fragile, but also an apostle of freedom and the breaking of dramatic conventions.","Es menos fenomenal que Brando, a quien se parecía mucho y que fue considerado por mucho tiempo como un rival en el cine, más prudente en su juego, ciertamente más frágil, pero también apóstol de la libertad y del estallido de los convenios dramáticos."
Mixed blood children are often magnificent.,Las sangres mezcladas hacen a menudo niños magníficos.
"He was born in Ohio in 1925, from a Jewish German father and a mother of Hungarian origin.","Nació en Ohio en 1925, de padre judío alemán y de madre de origen húngara."
From these European roots were born the glorious faces of the American dream.,De estas raíces europeas nacerá una de las caras gloriosas del sueño americano.
"Without an excessive ego, the ultimate mark of quality.","Sin ego desmesurado, último marca de calidad."
"Because in him is portrayed a country-loving self made man, a combatant in the Pacific War, wounded in combat, who in the early 50's studied drama at Yale and attended the Actor's Studio in New York, before triumphing at the theatre, on television, soon after at the cinema.","Porque en él se proyectó todo un país enamorado del self made man, del combatiente de la guerra del Pacífico, herido en combate, que al principio de los años 50 estudió el arte dramático en Yale, luego frecuentó el Actor's Studio de Nueva York, antes de triunfar en el teatro, en la televisión y pronto en el cine."
"The same man who fought for civil rights was also the driver who ranked second in the 24 Hours Le Mans in 1979, doubled as a sex symbol, albeit a member of a model couple formed since 1958 with the actress Joanne Woodward.","Este hombre que militó por los derechos civiles fue también el piloto automóvil que se clasificó en segunda posición en las 24 horas de Le Mans en 1979, doblado por un sex symbol, aunque miembro de una pareja modela formada desde el 1958 con la actriz Joanne Woodward."
"Also disappearing with him are the shadowy areas of this secret star, discreet, committed, allergic to the scandals of show business, which have definitely not penetrated the enigma.","Desaparecen también con él los lados secretos de esta estrella secreta, discreta y comprometida, alérgica a los escándalos del mundo del espectáculo que no conocemos muy bien."
An honest man in the noblest sense of the word.,"Es un hombre honrado, en el sentido más noble de la palabra."
"The disappearance of Paul Newman brought vertigo to moviegoers this weekend, while his major roles collide on the black screen of memories.","La muerte de Paul Newman provocó el vértigo a los cinéfilos este fin de semana, mientras que se entrechoquen sus grandes papeles en la pantalla negra de los recuerdos."
More than half a century of a seventh American art which is constantly changing scrolls through him.,Más de un medio siglo del séptimo arte americano en perpetua mudanza desfila a través de él.
"Rushing back into memory are the charming cowboy in Butch Cassidy and the Sundance Kid (1969), the young man rejecting his sensual wife (Elizabeth Taylor) in The Cat on a Hot Tin Roof adapted from Tennessee Williams in 1958.","Muchos recuerdos vuelven a memoria como el cow-boy con encanto de Butch Cassidy and the Sundance Kid (1969), el joven hombre que rechaza su sensual esposa (con Elizabeth Taylor) en La Gata sobre el tejado de zinc adaptado de Tennessee Williams en 1958."
"Closer to us (1990), one evokes his sensitive Mr. Bridge, disturbed in his old age by a marriage that did not fulfil all its promises.","Más cerca de nosotros (1990), evocamos a su sensible señor Bridge, perturbado por un matrimonio que no cumplía todas sus promesas."
So many other Paul Newman have passed into history.,Otros como Paul Newman han pasado a la historia del cine.
"The boxer Rocky Graziano, delinquent, tormented, violent, unforgettable in Somebody Up There Likes Me (marked by hatred), Robert Wise, a role destined for James Dean, taken after his death, which really launched Newman in 1956.","Este boxeador Rocky Graziano, delincuente, atormentado, violento, inolvidable en Somebody Up There Likes Me (Marcado por el odio), de Robert Wise, un papel destinado a James Dean, repetido después de su muerte, que verdaderamente lanzó a Newman en 1956."
"This friendly crook in the most brilliant The Sting, Oscar for best film in 1973.","Este mangante simpático en la suntuosa película The Sting (El Golpe), Oscar a la mejor película en 1973."
"Billiard player bitter and vengeful in the magnificent The Hustler by Robert Rossen (1961), he took up again the character on his return in The Color of Money by Martin Scorsese, who in 1987 won him his only Oscar with nine nominations.","Jugador de billar amargo y vengador en la magnífica película The Hustler de Robert Rossen (1961), repetirá al personaje en The Color of Money de Martin Scorsese, que le valió en 1987 su único Oscar entre nueve nominaciones."
"This face throughout the ages, it was him.","Esta cara que cambia con los años, era él."
Him again.,Todavía él.
Eras jostle by through his journey.,Las épocas cambian durante su carrera.
"Young people know him mainly through the cult of Slap Shot by George Roy Hill (1977), as Reggie Dunlop, the coach of an unorthodox ice hockey team.","Los jóvenes lo conocen sobre todo gracias a Slap Shot de George Roy Hill (1977), en Reggie Dunlop, entrenador de un equipo de hockey sobre hielo poco ortodoxo."
His fans met him again in 1994 in The Hudsucker Proxy by the Coen brothers.,Sus fans volvieron a verlo en 1994 en The Hudsucker Proxy de los hermanos Coen.
"With a last role as the godfather of an Irish mafia in Road to Perdition by Sam Mendes in 2003, the loop was closed.","Con un último papel de padrino de la mafia irlandesa en Road to Perdition de Sam Mendes en 2003, el rizo fue rizado."
"Unlike several legends of the cinema who have dropped the trade early, Newman has remained in the saddle for a long time, while denouncing Hollywood, its gold, its splendour and its concessions.","Contrariamente a varias leyendas del cine que abandonaron bastante pronto la carrera, Newman se quedó mucho en el mundo del cine, denunciando Hollywood, sus oros, sus fastos y sus concesiones."
"The French filmmaker Bertrand Tavernier considered him, not without humour, ""as a living challenge to ""underplaying ""judging his performances too supported.","El cineasta francés Bertrand Tavernier lo consideraba, con humor, "" como un desafío que vive en "" el underplaying "" y que juzga sus prestaciones demasiado apoyadas."
The profession has not always been easy with the beautiful Paul Newman to whom roles came for a long time easy as pie.,La profesión no fue siempre fácil para el bello Paul Newman al que los papeles llegaron durante mucho tiempo sin hacer nada.
"He played though less often, in his first young roles, marginal characters: neurotics, alcoholics, bastards or desperate men, with his perfect traits reflecting the excesses and the rebellious.","Sin embargo interpretó menos a menudo el papel de galán joven que de marginal: neuróticos, alcohólicos, cabrones o desesperados, cuyos rasgos reflejaron las rebeliones."
"As director, Newman revealed a little known aspect of his modest real sensitivity.","Como realizador, Newman reveló lados su verdadera sensibilidad púdica no muy conocidos."
"His Rachel, Rachel, in 1968 (based on the novel by the Canadian Margaret Laurence), with his wife Joanne Woodward in the lead role, drew a fine female portrait of melancholy.","Su película Raquel, Raquel, en 1968 (según la novela de la canadiense Margaret Laurence), con su esposa Joanne Woodward en el papel principal, describía un retrato femenino de melancolía."
"He lost his son Scott to an overdose to whom he dedicated his film Harry and Son in 1984, out of decency and sadness.","Él que perdió a su hijo Scott a causa de sobredosis le dedicó su película Harry and Son en 1984, obra de pudor y de tristeza."
"Among the rain of tributes that fell on Newman yesterday, his great friend and former companion in arms Robert Redford (they played together in The Sting, and Butch Cassidy and the Sundance Kid) said, very saddened: ""His presence has made my life and this country better.""",""" Entre los numerosos homenajes que se desencadenaron ayer para Newman, su gran amigo y antiguo compañero de armas Robert Redford (habían trabajado juntos en The Sting y Butch Cassidy and the Sundance Kid) afirmaba, muy entristecido: "" mi vida y mi país fueron mejores gracias a su existencia """
"Generosity, love of life are the features of the vibrant actor just disappeared.","Generosidad, amor de la existencia son rasgos importantes del actor fallecido."
"Beyond his legendary career, also erased was a great activist for civil rights, ecology, the independent cinema, a protestor against the excesses of Hollywood.","Del otro lado de su carrera de leyenda, se esconde también un gran militante para los derechos civiles, la ecología, el cine independiente, un contestatario contra los excesos de Hollywood."
"We saw his mug shots on a lot of jars of salad dressing, sauces, biscuits, and other foodstuffs, judging the process fairly tasteless, although a gag at the outset.","Habremos visto mucho su cara reinar sobre los botes de salsa vinagreta, de las salsas, de las galletas y de otros alimentos, juzgando este método como un método de mal gusto, aunque empezó como un gag."
Profits from these sales were nevertheless paid to his Foundation for children in difficulty.,Los provechos de estas ventas fueron dados a su Fundación para la infancia en dificultad.
"Newman, rather than sit on his myth, has remained committed until the end.","Newman, más bien que contentarse de su mito, se habrá comprometido hasta el fin."
"He left his five daughters a letter containing these words: ""Always and to the end, your father has been incredibly grateful for his good fortune.","Les dejó a sus cinco hijas una carta que contenía estas frases: "" siempre y hasta el fin, vuestro padre estuvo increíblemente agradecido por su buena estrella."
"It has been a privilege being there.""","Fue un privilegio de ser allí. """
And a privilege for us to have followed the trail of such a lucid and generous American artist.,Y un privilegio para nosotros de haber seguido la carrera de un artista americano tan lúcido y tan generoso.
"A model citizen, in sum and in addition.",En resumen un ciudadano modelo.
What has been produced in the invoice factory of Zuschlag and his companions?,¿Qué es lo que producían en la fábrica de facturas Zuschlag & Co. ?
The conduct of the criminal prosecution of János Zuschlag and his companions will be started on 8th October.,"Muy pronto, el 8 de octubre, se iniciará el proceso penal contra János Zuschlag y sus cómplices."
